PN,DESCRIPCION,VENDOR,PIECES PER BOX,OTROS,OTROS
SSA7A82139,SP CLX 8280L 28C/2.7G/205W/38.5M M1,WESTERN DIGITAL TECHNOLOGIES INC,,M1152262-001,
SM37A91210,MEMORY HMAA8GR7AJR4N-WM 64G M1aHM,WESTERN DIGITAL TECHNOLOGIES INC,,M1137377-001,
SM37A68884,MEMORY MTA36ASF8G72PZ-3G2B2 64G M1,Wiwynn International Corporation,,M1143861-001,
SC57A33162,CARDPOP MSFT Gen 6.0 L6 Motherboard,Wiwynn International Corporation,,M1066327-002,
SM37A21345,MEMORY HMA82GR7AFR4N-VK 16G M1a,Wiwynn International Corporation,,M1090780-001,
SSA7A75396,SP E5-2673V4 20C/2.3G/135W/50M M1,Wiwynn International Corporation,,X947990-001,
SC17A61586,CABLE 140mm S2130 Fan Cable,Wiwynn International Corporation,,M1082268-001,
SSS7A75242,SSD S MZ1LB1T9HBLS-00AMV 1.92T M1a,Wiwynn International Corporation,,M1157641-001,
0000001DE000,MECHANICAL Rack Blanking,Wiwynn International Corporation,,X904009-001,
SM17A57435,MECH_ASM 3.5 SATA HDD Tray,Wiwynn International Corporation,,M1073659-001,
SC57B04451,CARDPOP C2080 1U Riser Card W-TW,Wiwynn International Corporation,,M1126119-001,
STA7A87936,ECAT_TLA S2130 V2 Non-LES L6 Asm - I,Wiwynn International Corporation,,M1122488-001,
SM37A21474,MEMORY HMA84GR7CJR4N-XN 32G M1a,Wiwynn International Corporation,,M1112141-001,
SC57A22919,CARDPOP 2U Thermal board,Wiwynn International Corporation,,M1039583-001,
SB47A54953,BRACKET OCS Toolless HDD Bracket-I,Wiwynn International Corporation,,M1100345-001,
SCB7A48101,COVER PCIe Slot Insulator,Wiwynn International Corporation,,M1066711-001,
SC17A67101,CABLE 485mm Fan Cable,Wiwynn International Corporation,,M1099754-001,
0000000D1819,LABEL Power P2P Lbl,Wiwynn International Corporation,,No MSPN,
SM27A95484,MECHANICAL Half-Wide PCIe Card Clip,World Wide TechnologyInc,,M1113237-001,
SC17A33138,CABLE 48.25in RJ45 Management Cable,World Wide TechnologyInc,,M1019946-004,
SC17A33140,CABLE 36.25in RJ45 Management Cable,World Wide TechnologyInc,,M1019946-006,
SB27A62751,BDPLANAR SN650C Non-LES 1U L6 Assembly,World Wide TechnologyInc,,M1112137-001,
0000012J5289,SCREW M6 HEX HEAD,World Wide TechnologyInc,,No MSPN,
SM27A33426,MECHANICAL CAT6 Snap-In Coupler,World Wide TechnologyInc,,M1032032-001,
SM37A21406,MEMORY HMA84GR7AFR4N-VK 32G M1a,World Wide TechnologyInc,,M1039031-001,
SC57A65531,CARDPOP OCS C2030 MB w/ Mech,World Wide TechnologyInc,,M1089834-001,
SM37A91270,MEMORY HMABAGL7ABR4N-WM 128G M1aHM,World Wide TechnologyInc,,M1157636-001,
SC57A64828,CARDPOP 1U Riser Card,World Wide TechnologyInc,,M1039573-001,
SC17A33133,CABLE 12ft Management Cable,World Wide TechnologyInc,,M1019946-011,
SSA7A75397,SP Skylake 8168 24C/2.7G/205W/33M,World Wide TechnologyInc,,M1077503-001,
SC17A61590,CABLE 600mm S2130 HDD 8-11 Cable,World Wide TechnologyInc,,M1082272-001,
SC17A33141,CABLE 24.75in RJ45 Management Cable,World Wide TechnologyInc,,M1019946-007,
SHD7A53299,HDD ST12000NM0538 SATA 12T-M1-a,World Wide TechnologyInc,,M1099776-001,
SC17A61589,CABLE 560mm S2130 4-7 HDD Cable,World Wide TechnologyInc,,M1082271-001,
SSA7B00938,SP AMD MILAN 7643 48C/225W/2.3G/256M M1,World Wide TechnologyInc,,M1193185-001,
STA7A86516,ECAT_TLA C2030 V2-W LES L6 w/ Cerebrus,World Wide TechnologyInc,,M1149933-002,
SC57A22915,CARDPOP 2U Thermal board,World Wide TechnologyInc,,M1039583-001,
SN37A28504,NETWRK_CRD BRCM HBA for xStore,World Wide TechnologyInc,,M1042307-001,
SC17A61588,CABLE 530mm S2130 0-3 HDD Cable,World Wide TechnologyInc,,M1117899-001,
SM27A90267,MECHANICAL E1S_DUMMY_BADY_CP01,World Wide TechnologyInc,,M1186417-001,
SC17A61585,CABLE 150mm Temp Sensor Cable,World Wide TechnologyInc,,M1082273-001,
SSA7A25365,SP SKL 8168 24C/2.7G/205W/33M,World Wide TechnologyInc,,M1077503-001,
SC17A61822,CABLE Fan cable for daul rotator,World Wide TechnologyInc,,No MSPN,
STA7A90425,ECAT_TLA Celestial FPGA Card-EVT,ZhongYeDa Beijing Intelligent,,M1096519-001,
SC17A33139,CABLE 36.75in RJ45 Management Cable,ZhongYeDa Beijing Intelligent,,M1019946-005,
SM37A91215,MEMORY MTA36ASF4G72PZ-3G2J3 32G M1a,ZhongYeDa Beijing Intelligent,,M1176882-001,
SM27A78133,MECHANICAL TE 1-2351052-5,ZhongYeDa Beijing Intelligent,,M1179576-001,
SC17A57450,CABLE 1.5m 100G QSFP28 Breakout Cable,ZT GROUP INTL INC,,M1069290-001,
SSS7A43279,SSD M 2.5 SATA 960G SSD -IPDC-M-A,ZT GROUP INTL INC,,M1093151-001,
0000001KT993,SWITCH Arista 7260Q TOR Switch,ZT GROUP INTL INC,,M1074752-001,
SM17A55955,MECH_ASM OCS6100 42U HBI Rack Asm,ZT GROUP INTL INC,,M1034650-002,
SM37A91209,MEMORY HMA82GR7CJR4N-VK 16G M1aHM,ZT GROUP INTL INC,,M1098844-001,
SSS7A43249,SSD PM983 1.92T N-M.2 SSD-IPDC-M-A,ZT GROUP INTL INC,,M1077134-001,
SC17A33137,CABLE 48.75in RJ45 Management Cable,ZT GROUP INTL INC,,M1019946-003,
SSG7A41686,SWITCH Citrix MPX 8600 Load Balancer,ZT GROUP INTL INC,,X910471-001,
SSS7A36882,SSD Sam PM983 960G M.2 NVMe SSD,,,M1077133-001,
SM37A91266,MEMORY S M393A8G40MB2-CVF 64G M1aHM,,,M1125284-001,
0000001DE141,MECHANICAL Standoff FPGA Mezz Card,,,X901499-001,
SC17A48095,CABLE 500mm SATA Y Cable,,,M1067458-001,
0000001DE132,SCREW Screw M.2 SSD Mounting,World Wide TechnologyInc,,X907911-001,
SB27A64823,BDPLANAR OCS6100 1U LES L6 Asm C627W,VERITIV CORPORATION,,M1067746-002,
SC57A41949,CARDPOP Longs Peak FPGA,QUANTA COMPUTER INCORPORATED,,M1037380-006,
SM37A21343,MEMORY HMAA8GL7AMR4N-VK 64G M1a,ASIA VITAL COMPONENTS CO LTD,,M1090269-001,
0000001KM810,LATCH Mini-PDU Strain Relief,SIT Funding Corp,,M1107282-001,
SB47A48096,BRACKET 1U HDD Wall Bracket,Moderntech computer andPeripheral L,,M1013153-001,WMPFSE
SSS7A37064,SSD Hynix SE3010 960GB 2.5 SSD,Celestica LLC,,M1035865-001,
0000001KT997,LATCH C14 Retention Sleeve,Celestica LLC,,M1107283-001,
SSS7A39338,SSD S PM1725B 6.4T NVMe AIC -IPDC,Amphenol Assembletech,,M1102221-001,
SSS7A36883,SSD Sam PM883 960G 2.5 SATA6G SSD,Wiwynn International Corporation,,M1093853-001,
SSS7A96616,SSD H HFS960GDE0X098N 960G M.2 M1,WESTERN DIGITAL TECHNOLOGIES INC,,M1204900-001,
SB27A57452,BDPLANAR MSFT Gen 6.x 2U Planar,TE Connectivity HK Limitid,,M1067745-002,
SS17A48098,SCREW M3 x 4mm Flat Torx,Kingston Technology Co. Inc.,,M1068469-001,
SSS7A75177,SSD HFS15T3DGLX070N E1.L 15.36T M1,INTEL AMERICAS INC,,M1165654-001,
SC17A33136,CABLE 200mm RJ45 Splitter Cable,INTEL AMERICAS INC,,M1015345-001,
SC17A92549,CABLE 160mm Power CPU to Riser-A,"COOLER MASTER CO., LTD.",,M1140330-001,PC-06690-06-GP2
0000001GV359,LABEL MSFT Asset Tag Label,World Wide TechnologyInc,,No MSPN,
SS17A48099,SCREW M3 x 5mm Pan Torx,ASIA VITAL COMPONENTS CO LTD,,M1068471-001,
SB27A56870,ECAT_TLA Mg board for M1 w insulator,ASIA VITAL COMPONENTS CO LTD,,M1102207-001,
0000001KM811,LINECORD UPDU Whip 15ft IEC60309,King Slide Technology Co Ltd,,M1036623-001,
SSS7A75153,SSD HFS1T9GD0FEI-A430A 1.92T M.2 M1a,King Slide Technology Co Ltd,,M1143857-001,
SSS7A75152,SSD HFS1T9GD0FEI-A430A 1.92T M.2 M1,DET Logistics USA Corporation,,M1143857-001,
SSS7A43363,SSD S MZ1LB1T9HALS-00AMV M1-Kr-A,DELTA ELECTRONICS THAILAND PUBLIC,,M1077134-002,
SSS7A92194,SSD S MZ1L21T9HCLS-00AMV 2T M.2 M1,SEAGATE TECHNOLOGY LLC,,M1159487-001,
SS17A67102,SCREW M3.5 Flat Torx T10 5mm,SEAGATE TECHNOLOGY LLC,,M1091391-001,
SM27A57436,MECHANICAL HDD Rubber Damper,ASIA VITAL COMPONENTS CO LTD,,M1073661-001,
0000001PG366,LINECORD 1.0M 10A C13-C14 Line Cord,DELTA ELECTRONICS THAILAND PUBLIC,,No MSPN,
0000001PG368,LINECORD 1.7M 10A C13-C14 Line Cord,DET Logistics USA Corporation,,M1270211-001,
SM37A21420,MEMORY S M393A8G40MB2-CVF 64G M1,King Slide Technology Co Ltd,,M1125284-001,
SC57B02153,CARDPOP PCBA+MECH OCP MEZZ PCIE,WESTERN DIGITAL TECHNOLOGIES INC,,M1131310-002,
SC17A61581,CABLE C2030 700mm HDD Cable-A,ASIA VITAL COMPONENTS CO LTD,,M1117898-001,
0000039M5374,LINECORD Cord - 1M,Lenovo Tecnologia (Brasil) Ltda,,No MSPN,
SM27A94219,MECHANICAL C2184_E1S_Latch_ST,VERTIV CORPORATION,,M1152277-003,CSN-S02A8-03000-3TL6A-S
SSS7A96617,SSD H HFS1T9GDE0X098N 1.92T M.2 M1,VERTIV CORPORATION,,M1204901-001,
SB47A48097,BRACKET 2.5 SATA HDD Bracket,Lenovo Tecnologia (Brasil) Ltda,,M1032431-001,
0000001PG367,LINECORD 1.3M 10A C13-C14 Line Cord,Lenovo Tecnologia (Brasil) Ltda,,M1270025-001,
SC57A96524,CARDPOP PCBA+MECH RISER CARD WITH CAGE ,Lenovo Tecnologia (Brasil) Ltda,,M1131312-002,
SL17A37933,LABEL ASSET TAG Ribbon,SEAGATE TECHNOLOGY LLC,,No MSPN,
0000001PG369,LINECORD 2.0M 10A C13-C14 Line Cord,INGRASYS SINGAPORE PTE LTD,,M1270024-001,
SHD7A74401,HDD WUH721818ALN6L6 18T 3.5 M1,"Arista Networks, Inc.",,M1156354-001,
SM17A33146,MECH_ASM PMDU Gen 6 V2 Rack Manager,ASIA VITAL COMPONENTS CO LTD,,M1041319-001,231-009128-01B
0000001GV365,LABEL BOM Tag Label,QUANTA COMPUTER INCORPORATED,,No MSPN,
SL17A87937,LABEL C2030/S2130 V2 Agency Label,ASIA VITAL COMPONENTS CO LTD,,M1118013-002,
0000001PG371,LINECORD 2.5M 10A C13-C14 Line Cord,ASIA VITAL COMPONENTS CO LTD,,No MSPN,
SM27A33148,MECHANICAL Washer M3 5x9,QUANTA COMPUTER INCORPORATED,,M1013202-001,
0000001DE012,MECHANICAL Rack Brush Pnl,Amphenol Assembletech,,X900403-001,
SC17A53371,CABLE 1524mm RJ45 Management Cable,ASIA VITAL COMPONENTS CO LTD,,M1019946-002,
SHD7A53295,HDD WD 12T 3.5 SATA HDD-IPDC-M,ASIA VITAL COMPONENTS CO LTD,,M1081925-001,
SC17A94162,CABLE CBL EMASSY MINI SAS,,,M1131307-001,
SHD7A53298,HDD ST12000NM0538 SATA 12T-M1,,,M1099776-001,
SC17A67971,CABLE CP UART&USB Cable,,,M1183376-001,
SC17A42064,CABLE FPGA USB Cable,,,M1157699-001,
SC17A58333,CABLE 1.5m Power Relay Cable (India),,,M1075499-001,
SC17A98754,CABLE Fornt E1.S Intrusion Switch Cable,,,M1210173-001,
0000001DE001,MECHANICAL Rack Panel,,,X925144-001,
SC17A67970,CABLE CP Power Cable,,,M1183375-001,
SL17A97214,LABEL C2030 V2 Agency Label - HGY,,,No MSPN,
SS17A65613,SCREW #6-32 x 10mm Flat Torx T10,,,M1091401-001,
SCA7A48100,CONNECTOR SAS Bracket,,,M1013177-001,
STC7A41685,TRANSCVR 10GbE SFP Module-AOI,,,M1014502-001,
SL17B02999,LABEL C2080 Agency Label - Ullo,,,No MSPN,
SS17A57612,SCREW Chassis Active Tray,,,No MSPN,
SC17A48092,CABLE 580mm Fan Cable,,,M1039692-001,
SHD7A74415,HDD ST6000NM037A 6T 3.5 HDD M1,,,M1128319-001,
SB27A88024,BDPLANAR MR630X V3 EVT MB,,,No MSPN,
SC57A85102,CARDPOP J2010 JBOD HDD Board,,,M1023839-002,
SM17A33145,MECH_ASM PMDU AC-DC Module,,,M1033508-001,
SL17A48969,LABEL SN650C Blank MSPN/SN Label,,,M1030898-001,
SM37A21350,MEMORY HMA82GR7CJR4N-VK 16G M1,,,M1098844-001,
SM37A68767,MEMORY MTA18ASF4G72PZ-3G2E1 32G M1,,,M1152909-001,
0000001DE138,SCREW Screw M5 x 4.3mm Philips,,,No MSPN,
SC17A62739,CABLE Longs Peak Internal USB Cable,,,M1006743-001,
SC17A57638,CABLE 2.25ft RJ45 Management Cable,,,M1019946-008,
SC17A95370,CABLE 390mm MB to Fan Cable-A,,,M1144937-001,
SM37A91264,MEMORY HMAA8GL7CPR4N-WM 64G M1aHM,,,M1103682-001,
SC17A61821,CABLE Fan cable for single rotator,,,No MSPN,
SM37A91262,MEMORY HMAA4GR7AJR4N-WM 32G M1aHM,,,M1146491-001,
SC17A41951,CABLE Longs Peak to Occulink,,,M1069000-001,
0000001DE150,LABEL Label Server 1650 Rack 415V,,,X905221-001,
SM37A91208,MEMORY HMA82GR7JJR4N-VK 16G M1aHM,,,M1128312-001,
0000000YG810,PWR_SUPPLY 1600W PS1600H,,,X900301-001,
SF17A33160,FAN 200mm PS4028BX Fan,,,M1042159-001,
SB47A54944,BRACKET OCS Toolless HDD Bracket,,,M1100345-001,
SM37A92191,MEMORY M MTC40F2046S1RC48BAX 64G M1,,,No MSPN,
SSS7A23259,SSD Lon EPX-KW960 960GB M.2 M1-A,,,M1081006-001,
SF17A97783,FAN System_4028,,,M1186415-002,
0000001PG420,CARDPOP L6 Asm C1040Q Compute Blade,,,No MSPN,
SL17A48971,LABEL OCS6100 Rack Blank MSPN/SN Label,,,No MSPN,
SL27A94159,LATCH MASSY LATCH EDSFF 9.5 MM,,,M1131287-003,
SL17A87439,LABEL C2030 V2 Agency Label - Flex,,,No MSPN,
SM37A91206,MEMORY MTA18ASF2G72PZ-2G9E1 16G M1aHM,,,M1120781-001,
SB27B04245,BDPLANAR C2030/S2130 MB w/ CSR W-TW,,,M1089834-002,
0000000YG786,CARDPOP MX CX3 1PT 40G,,,No MSPN,
0000001KM921,MECH_ASM Geist Switch Air SA1-02003L,,,No MSPN,
SHD7A74282,HDD T 12T 3.5 SATA HDD M1-A,,,M1111151-001,
SM27A73663,MECHANICAL Mylar Fan Cable Shield,,,M1125434-001,
SC17A57443,CABLE 390mm HDD 0/1 SATA Cable,,,M1041953-001,
SSD7A20722,SSD_ASM Samsung PM963,,,M1016777-001,
0000001DE008,CARDPOP FPGA Mezz,,,No MSPN,
0000001KT783,CARDPOP Chassis Tray Midplane w/ Fuse,,,No MSPN,
0000001PG200,MEMORY 2Rx4 32GB 8Gbit 2400MHz RDiMM,,,M1073450-001,
SC17A98753,CABLE Fan cable for single rotator,,,M1213925-001,
SM37A91207,MEMORY HMA82GR7DJR4N-WM 16G M1aHM,,,M1142880-001,
0000001DE025,PWR_SUPPLY MS 30A 230V,,,No MSPN,
0000001KM929,CABLE 2.0m 40GbE 30AWG QSFP+,,,No MSPN,
SC57A85616,CARDPOP C2184 EVT2 A3 SCM,,,No MSPN,
SA27A44903,AIRDUCT PSU Baffle,,,M1072682-001,
SC17A67969,CABLE Fornt E1.S Intrusion Switch Cable,,,No MSPN,
0000001DE135,SCREW SCREW PHILIPS 6-32 0.5 IN,,,X882371-001,
SL17A87868,LABEL S2130 V2 Agency Label - Flex,,,No MSPN,
SC17A57444,CABLE 445mm HDD 2/3 SATA Cable,,,M1041954-001,
0000001PG374,CARDPOP M.2 Riser Card Asm,,,No MSPN,
0000001DE039,CARDPOP Power Distr,,,No MSPN,
SM37A47293,MEMORY H 2Rx4 32GB 2400MHz RDIMM,,,M1015146-001,
0000001DE154,MECHANICAL Nut Mini-PDU Mounting,,,X882374-001,
SCB7A94165,COVER BLOCK FILLER EDSFF 15 MM S2180E,,,M1152283-002,
0000001KM927,CABLE 0.75m 40GbE 30AWG QSFP+,,,No MSPN,
0000000YG808,MECHANICAL E1020 12U Fan,,,No MSPN,
SC17A57440,CABLE 560mm Fan Cable,,,M1041955-001,
0000001KM928,CABLE 1.0m 40GbE 30AWG QSFP+,,,No MSPN,
0000001DE158,ELEC_COMP Insulator Top Cover,,,No MSPN,
SS17A94160,SCREW SCREW MACH BUTTON TORX M2.5x4mm,,,M1131291-001,
0000001DE157,ELEC_COMP Insulator Air Shield,,,No MSPN,
SM37A68615,MEMORY HMA82GR7DJR4N-WM 16G M1,,,M1142880-001,
0000001DE133,SCREW Screw PDB Mounting,,,No MSPN,
SS17A65596,SCREW Screw M2.5 x 4.0mm Flat Torx,,,M1086251-001,
0000001DE129,SCREW Screw SSD Mounting,,,X948432-001,
SCB7A94161,COVER FILLER IO BLANK PCIE,,,M1143551-001,
0000001DE038,BRACKET T6M SSD Bracket 3-Layer,,,No MSPN,
0000001DE151,LABEL Label Earth Ground Warning,,,X889586-004,
SC17A33134,CABLE 16ft Management Cable,,,M1019946-012,
0000000YG826,PWR_SUPPLY Mini PDU,,,No MSPN,
SC17A57446,CABLE 95mm 4-Pin TSB Cable,,,M1018759-001,
0000000YG783,HEATSINK C1030Q CPU 0,,,No MSPN,
SC57A57453,CARDPOP 2U Thermal Sensor Board,,,M1039583-001,
SC17A57445,CABLE 710mm 4-Pin TSB Cable,,,M1018758-001,
0000001DE153,SCREW Screw Mini-PDU Mounting,,,No MSPN,
0000001DE134,SCREW Screw Air Duct Bracket Mtg,,,No MSPN,
0000001DE044,MECHANICAL Side Beam,,,No MSPN,
SM37A92190,MEMORY M MTC20F1045S1RC48BAX 32G M1,,,No MSPN,
SM37A68707,MEMORY S M393A2K40DB2-CVF 16G M1,,,M1150893-001,
SSS7A43358,SSD PM963 960G M.2 NVMe SSD M1,,,M1110501-001,
SM37A91281,MEMORY MTA36ASF4G72PZ-3G2R1 32G M1,,,M1194278-001,
SM37B06002,MEMORY Sam M393A4K40EB3-CWE 32G M1,,,M1193831-001,
SM37B06564,MEMORY MTA36ASF8G72PZ-3G2E1 64G M1,,,M1158491-001,
SSS7B10595,SSD S MZELB15THMLA-000MV 15T E1.L M1,,,M1145311-001,
SM37A68878,MEMORY HMA82GR7DJR4N-XN 16G M1,,,M1171185-001,
SM37A68703,MEMORY MTA18ASF4G72PZ-2G9E1 32G M1,,,M1149672-001,
SM37A68880,MEMORY HMA84GR7DJR4N-XN 32G M1,,,M1171184-001,
SHD7B05992,HDD WUH722020AL4207 20T SAS HDD M1,,,M1218161-001,
SHD7B05994,HDD WUH722020ALN607 20T SATA HDD M1,,,M1218160-001,
SM37A91260,MEMORY MTA18ASF4G72PZ-3G2E1 32G M1aHM,,,M1152909-001,
SM37B07917,MEMORY S M393A2K40EB3-CWE 16G 1RX4 M1,,,M1193832-001,
SM37B04163,MEMORY HMAA8GR7CJR4N-XN 64G 2Rx4 M1a,,,M1194241-001,
STA7A43966,ECAT_TLA C2184 DVT SCM assembly,,,No MSPN,
STA7A43995,ECAT_TLA C2184 DVT3 SCM,,,M1180245-905,
SC57A94474,CARDPOP C2184 EVT GP Riser,,,No MSPN,
SB27A88163,BDPLANAR C2184 DVT2 MB BOM A,,,No MSPN,
SB27A88203,BDPLANAR C2184 DVT MB BOM B,,,No MSPN,
SB27A42914,BDPLANAR SR650 MLK MB for MSFT,,,M1128114-001,
STA7B03381,ECAT_TLA C2010 1U LES L6 Asm I-A,,,M1067746-002,
SB27B05999,BDPLANAR MSFT SR650 MLK MB FOR M1 20D,,,M1128114-001,
SB27A88204,BDPLANAR C2184 DVT MB BOM C,,,No MSPN,
SB27A88205,BDPLANAR C2184 DVT MB BOM D,,,No MSPN,
SC57A85628,CARDPOP C2184 DVT Riser1 BOM B,,,No MSPN,
SC57A85629,CARDPOP C2184 DVT Riser2 BOM B,,,No MSPN,
SC57A91422,CARDPOP MR630X V3 DVT Riser1,,,M1182878-902,
SC57A91423,CARDPOP MR630X V3 DVT Riser2,,,M1182880-904,
STA7A43990,ECAT_TLA C2184 DVT SCM BOM B assembly,,,No MSPN,
SF17A97818,FAN C2080 40x56 12V Fan Asm-AVC,,,M1174441-003,
SM17A65424,MECH_ASM 1067mm Slide Kit,,,M1139136-001,
SPU7A41903,PDU APC AP8981 16A Vertical,,,X939956-001,
SC87B04224,CHASSIS C2030 V2 Chassis Asm I-MX,,,M1122455-003,
SP57B02161,PWR_SUPPLY Ingrasys PTB Board,,,No MSPN,
SB27A42844,BDPLANAR SR650 Planar w/ MSFT beast 6.0,,,M1102202-001,
SB27B05998,BDPLANAR MSFT SR650 MB for M1 20D,,,M1102202-001,
01KM847,CARDPOP MSFT Gen 6.0 L6 Motherboard,,,No MSPN,
SM17A64700,MECH_ASM MSFT 48U Rear Door Kit,,,X902021-001,
SHD7B03474,HDD WUH721818AL4206 18T SED HDD M1a,,,M1143307-001,
SM37B23579,MEMORY S M321R8GA0BB0-CQK 64G 2Rx4 M1a,,,M1205936-001,
SSS7B21367,SSD WUS4AB0A1DAELE7 15.36T E1.L M1a,,,M1154387-001,
SSS7B23722,SSD HFS960GDC0X139N 960G M.2 SSD M1a,,,M1143858-002,
SSS7A75241,SSD S MZ1LB1T9HBLS-00AMV 1.92T M1,,,M1157641-001,
SHD7A74310,HDD MG08SCA16TA 16T 3.5 SAS M1a,,,M1157067-001,
SSS7A75178,SSD HFS15T3DGLX070N E1.L 15.36 M1a,,,M1165654-001,
SHD7A74376,HDD ST18000NM019J 18T 3.5 M1a,,,M1161591-001,
SHD7A74402,HDD WUH721818ALN6L6 18T 3.5 M1a,,,M1156354-001,
SSS7A75320,SSD WUS4AB0A1D9ELE8 15.36 E1.L M1a,,,M1173426-001,
SHD7A74419,HDD To MG09SCP18TA-new 18T 3.5 M1a,,,M1183203-001,
SSS7A75340,SSD MZ1L23T8HBLA-00AMV 3.84T M1a,,,M1159488-001,
SSS7B01848,SSD H HFS1T9GDE0X098N 1.92T M.2 M1a,,,M1204901-001,
SM37B06565,MEMORY MTA36ASF8G72PZ-3G2E1 64G M1a,,,M1158491-001,
SN37B21083,NETWRK_CRD MCX515A-CCAT_C11 100G 1P M1a,,,M1146245-001,
SM37B00793,MEMORY S M321RAGA0B20-CWK 128 4Rx4 M1,,,No MSPN,
SHD7B10434,HDD ST18000NM0292 18T 3.5 HDD M1,,,M1242702-001,
SA27A42047,AIRDUCT Geist SA1-01002XL 1U Switch Air,,,M1093445-001,
SA77A00005,"ASM Assm, Chassis TLA W/O 25K FAN",,,M1102562-002,
SB47A76905,"BRACKET PMDU Alignment, Slide",,,M1126954-001,
SC17A61584,CABLE 1380mm Temp Sensor Cable,,,M1082274-001,
SC17B01172,CABLE FPGA USB Cable,,,M1236972-001,
SC17A61123,CABLE 1.0m 100G DAC QSFP-M,,,M1113201-001,
SC17B06963,CABLE 50mm MB to PSU PWR Cable-T,,,M1173646-001,
SC17B07491,CABLE 420mm Fan Cable Assembly-ICT,,,M1082261-001,
SC17B07492,CABLE 260mm Power/Signal Cable-ICT,,,M1082266-001,
SC17B07493,CABLE 140mm S2130 Fan Cable-ICT,,,M1082268-001,
SC17B07495,CABLE 495mm S2130 Power Cable-ICT,,,M1082269-001,
SC17B07496,CABLE 530mm S2130 0-3 HDD Cable-ICT,,,M1117899-001,
SC57A62810,CARDPOP Oculink Riser,,,M1094223-001,
SC57B04452,CARDPOP C2080 1U Riser Card I-MX,,,M1126119-001,
SC57B04454,CARDPOP C2080 1U FPGA Riser Card I-MX,,,M1126123-001,
SC87A94168,CHASSIS CHAS EM-L6 WDS S2180E W BKPLANE,,,M1163413-002,
SH47B04359,HEATSINK C2080 CPU Heatsink-D,,,M1140201-001,
SH47B07280,"HEATSINK HTSINK MASSY,REMOTE,SNGL SCKT",,,M1131274-001,
SHD7A74334,HDD WD WUH721816ALN6L6 16T 3.5 M1a,,,M1158600-001,
SHD7A74407,HDD Tos MG09ACP18TA 18T 3.5 M1a,,,M1187148-001,
SHD7A74416,HDD ST6000NM037A 6T 3.5 HDD M1a,,,M1128319-001,
SHD7A74421,HDD ST18000NM018J 18T 3.5 SED M1a,,,M1161590-001,
SM17A65407,MECH_ASM OCS Server Track,,,M1115751-001,
SM17A87432,MECH_ASM 750mm SGC400 Slide Kit Asm,,,M1144484-001,
SM27A87431,MECHANICAL EIA Blocker Insert-AVC,,,M1128367-001,
SM27A94167,MECHANICAL RAIL SLIDE 1U FRICTION FULL,,,M1158480-001,
SM37A21477,MEMORY HMAA8GR7AJR4N-XN 64G M1,,,M1143925-001,
SM37A21478,MEMORY HMAA8GR7AJR4N-XN 64G M1a,,,M1143925-001,
SM37A68790,MEMORY MTA72ASS8G72LZ-2G9J2 64G M1a,,,M1157639-001,
SM37A91214,MEMORY MTA36ASF4G72PZ-3G2J3 32G M1,,,M1176882-001,
SM37B01857,MEMORY HMCG84MEBRA 32G 1RX4 M1a,,,M1191323-001,
SPU7B09623,PDU Geist PDU 50A Vertical DUS3EGW1,,,M1149930-001,
SPU7A75605,PDU Geist PDU 50A Vertical DUS3EGW1,,,M1149930-001,
SSS7B08089,SSD WUS4AB0A1DAELE7 15.36T E1.L M1,,,M1154387-001,
SSS7B10596,SSD S MZELB15THMLA-000MV 15T E1.L M1a,,,M1145311-001,
STA7B05880,ECAT_TLA STRCNTRL 9500-16E,,,M1248375-001,
SC17B00837,CABLE CBL DAC 1.5m 100G QSFP28 Y CABLE,,,M1188155-001,
STA7A43650,ECAT_TLA C2030/S2130 MB with Ass parts,,,M1089834-002,
SC17B00836,CABLE CBL DAC 1.0m 100G QSFP28 Y CABLE,,,M1188154-001,
SC17B00838,CABLE CBL DAC 2.0m 100G QSFP28 Y CABLE,,,M1188156-001,
STA7A43649,ECAT_TLA C2030/S2130 MB Assembly PCA,,,M1089834-002,
SSG7A97218,SWITCH Arista 7050CX3 TOR Switch,,,M1171500-001,
SC57B04330,CARDPOP FPGA Card Gemini Peak,,,M1175046-001,
SN37B05973,NETWRK_CRD MCX565A-CDAI_C11 OCP3.0 M1a,,,M1168449-001,
SN37B01621,NETWRK_CRD Mel MCX75310AAS-NEAT 1P M1,,,M1216900-001,
SB27A57654,ECAT_TLA Mg MB for M1 7.0,,,M1126919-001,
SM27A73738,MECHANICAL J2010 3.5 HDD Tray,,,M1027014-001,
SB27B25828,BDPLANAR C2288 DVT MB with QSFP PCH,,,M1206878-904,
SC87B04225,CHASSIS C2030 V2 Chassis Asm I-CH,,,M1122455-003,
SH47B20794,HEATSINK CPU_RHS,,,M1242439-001,
SC17A92552,CABLE 2x8 Sliver to PCB Cable,,,M1145959-002,
SC17A97107,CABLE 390mm MB to Fan Cable-L,,,M1144937-001,
SC57B23646,CARDPOP C2080 1U Riser Card I-TW,,,M1126119-001,
SB47A41869,BRACKET INTERPOSER TAILSTOCK,,,No MSPN,
SM37B06501,MEMORY H HMCT04MEERA 128GB 4Rx4 M1,,,M1236707-001,
SSS7B27312,SSD HFS3T8GDC0X139N PE6110 3.84T M.2 M1a,,,M1156144-002,
SSS7B08540,SSD H HFS3T8GDE0X098N 3.84T M.2 M1a,,,M1204902-001,
